epoch,train_loss,lr,val_psnr,val_ssim,epoch_time_seconds
1,0.12197738473104969,4.998766400914329e-05,,,4.875444412231445
2,0.1224343043615283,4.995066821070679e-05,,,5.071062326431274
3,0.12194749490045775,4.9889049115077005e-05,,,4.253879070281982
4,0.12201283876255278,4.9802867532861956e-05,,,4.239617586135864
5,0.12142637286710167,4.969220851487845e-05,24.286480556454574,0.6515829793193884,5.036569118499756
6,0.12199047893038087,4.9557181268217227e-05,,,4.29547905921936
7,0.12196914222872268,4.939791904846869e-05,,,4.2209672927856445
8,0.12179453639332498,4.921457902821578e-05,,,4.682079076766968
9,0.12218548760629867,4.9007342141923585e-05,,,4.486180305480957
10,0.12157490753180873,4.877641290737885e-05,24.476418265125208,0.6505377896522221,4.35466456413269
11,0.12199998276165427,4.852201922385565e-05,,,4.71961236000061
12,0.1220278994198321,4.82444121472063e-05,,,4.581682443618774
13,0.12200533716302168,4.794386564209954e-05,,,4.206852436065674
14,0.12169484704705377,4.76206763116505e-05,,,4.512157917022705
15,0.12190641337594607,4.727516310470921e-05,24.41304337560085,0.6558892596186253,4.6288464069366455
16,0.12134970654411,4.6907667001096604e-05,,,4.165135383605957
17,0.12170127235070931,4.651855067509861e-05,,,4.267230033874512
18,0.12176959545438419,4.61081981375504e-05,,,4.579179763793945
19,0.12210001036290867,4.567701435686407e-05,,,4.172870874404907
20,0.12184384655093883,4.522542485937371e-05,24.484820658700507,0.6566517258945265,4.137959003448486
21,0.12191591016253386,4.475387530939228e-05,,,5.367112636566162
22,0.12194340215825639,4.426283106939476e-05,,,4.208575248718262
23,0.12148382833239554,4.375277674076152e-05,,,4.217076778411865
24,0.12149568960166925,4.3224215685535314e-05,,,4.7138142585754395
25,0.12217322478994438,4.267766952966371e-05,24.437703887621563,0.6550759565934801,4.299721717834473
26,0.12162224011407995,4.211367764821724e-05,,,4.245112895965576
27,0.12127928236294762,4.1532796633091316e-05,,,4.520254135131836
28,0.12100865834307473,4.093559974371726e-05,,,4.422477960586548
