stem,model_psnr,model_ssim,model_lpips,baseline_psnr,baseline_ssim,baseline_lpips
000344,22.875032424926758,0.6618572473526001,0.3715989887714386,18.464280366897583,0.4843669533729553,0.47705236077308655
000360,18.366308212280273,0.6215882301330566,0.2736717462539673,17.658075094223022,0.5942450165748596,0.35650432109832764
000371,24.69642162322998,0.6071723699569702,0.2801170349121094,22.46377944946289,0.5438615679740906,0.41478562355041504
000375,22.941324710845947,0.6095691323280334,0.27360326051712036,20.785667896270752,0.5421092510223389,0.4054625630378723
000383,17.996721267700195,0.6420383453369141,0.2812293469905853,17.155789136886597,0.623197078704834,0.3437170684337616
000388,20.35193681716919,0.451978474855423,0.35293784737586975,19.221755266189575,0.4058862328529358,0.5223668217658997
000391,24.732091426849365,0.7994967699050903,0.19492988288402557,20.594818592071533,0.6290301084518433,0.3775681257247925
000395,20.724189281463623,0.4602930247783661,0.49493855237960815,19.586763381958008,0.41124171018600464,0.5654363632202148
000403,20.07091522216797,0.5986369848251343,0.35134923458099365,18.6357581615448,0.5699946880340576,0.3840517997741699
000417,24.207932949066162,0.646349310874939,0.32701730728149414,22.2450852394104,0.5931136012077332,0.4233567714691162
000422,24.192097187042236,0.38572052121162415,0.3311978876590729,20.380914211273193,0.27470123767852783,0.7435540556907654
000424,21.420981884002686,0.4892857074737549,0.3754851818084717,20.073082447052002,0.4489050805568695,0.5514562129974365
000427,21.11280918121338,0.7425507307052612,0.2705534100532532,19.51374888420105,0.7007027268409729,0.28607192635536194
000438,16.679532527923584,0.36732766032218933,0.5708423852920532,15.219484567642212,0.31228259205818176,0.8703870177268982
000440,15.528113842010498,0.40016135573387146,0.6564680933952332,14.396423101425171,0.35779353976249695,0.8354078531265259
000474,28.971245288848877,0.7525551319122314,0.1342443972826004,25.466392040252686,0.6468113660812378,0.3224943280220032
000477,28.535261154174805,0.7223508358001709,0.18083921074867249,25.243372917175293,0.5795577764511108,0.3380467891693115
000486,26.87922239303589,0.5622719526290894,0.17188090085983276,21.26987934112549,0.43294739723205566,0.4911207854747772
000489,29.719598293304443,0.7129151821136475,0.2435593605041504,25.103561878204346,0.5349494218826294,0.4264852702617645
000513,25.353729724884033,0.6020649671554565,0.20028266310691833,21.800785064697266,0.48990386724472046,0.4031895399093628
000516,31.341300010681152,0.7038024663925171,0.3574220538139343,19.314568042755127,0.17725664377212524,0.7266678214073181
000549,24.774694442749023,0.4524608552455902,0.3882855772972107,20.67840814590454,0.30656909942626953,0.6357885599136353
000552,22.609970569610596,0.5993950366973877,0.3066631555557251,21.180193424224854,0.5583920478820801,0.38846319913864136
000554,21.829826831817627,0.5983414649963379,0.3181959092617035,20.39839267730713,0.553381621837616,0.3979950249195099
000577,24.27156686782837,0.7925605773925781,0.3323275148868561,22.16163396835327,0.728241503238678,0.288688987493515
