epoch,train_loss,lr,val_psnr,val_ssim,epoch_time_seconds
1,0.130108851530105,9.997532801828658e-05,,,9.78813099861145
2,0.12997342135657455,9.990133642141359e-05,,,9.111438035964966
3,0.13003937084148684,9.977809823015401e-05,,,8.795987606048584
4,0.12993167394416155,9.960573506572391e-05,,,9.30315613746643
5,0.1300191076288373,9.93844170297569e-05,24.370917479197185,0.6516635624463099,8.865344047546387
6,0.1299933350867732,9.911436253643445e-05,,,8.96159315109253
7,0.1297591288994554,9.879583809693738e-05,,,9.250261068344116
8,0.1298278134835614,9.842915805643157e-05,,,8.718994379043579
9,0.12975340190026238,9.801468428384717e-05,,,9.14423942565918
10,0.12991812783925488,9.75528258147577e-05,24.48019712640528,0.6493283387338906,9.218584537506104
11,0.12976929630709266,9.70440384477113e-05,,,8.546141624450684
12,0.12971061666256173,9.64888242944126e-05,,,9.303046226501465
13,0.13008558282341434,9.588773128419907e-05,,,9.311067581176758
14,0.12989205138505,9.5241352623301e-05,,,8.565449476242065
15,0.12987678769772953,9.455032620941843e-05,24.423599462760123,0.6518781104108744,9.22628402709961
16,0.12972847477550983,9.381533400219321e-05,,,9.083380937576294
17,0.1297070455022796,9.303710135019722e-05,,,8.726839542388916
18,0.12938217652251296,9.22163962751008e-05,,,9.228295087814331
19,0.12969175655315676,9.135402871372814e-05,,,8.776645421981812
20,0.1296626149452294,9.045084971874742e-05,24.49363723135831,0.6573743077746609,9.064933776855469
21,0.12984461483862922,8.950775061878456e-05,,,9.188148736953735
22,0.12962571058907338,8.852566213878951e-05,,,8.552521228790283
23,0.1296616144347609,8.750555348152303e-05,,,9.256642818450928
24,0.1293893033227542,8.644843137107063e-05,,,9.271435499191284
25,0.12964971260350827,8.535533905932742e-05,24.4112547656946,0.6532447654427144,8.57223391532898
26,0.12964125116556086,8.422735529643448e-05,,,9.324440479278564
27,0.12941906343206475,8.306559326618263e-05,,,9.101030826568604
28,0.12965920251052024,8.187119948743452e-05,,,8.719523429870605
29,0.1297408920796184,8.064535268264887e-05,,,9.471380472183228
30,0.12980690100406567,7.938926261462371e-05,24.313575228055317,0.654061524752985,9.08345913887024
31,0.1297131917703405,7.810416889260659e-05,,,8.999919652938843
