epoch,train_loss,lr,val_psnr,val_ssim,epoch_time_seconds
1,0.1517596453951116,0.00019995065603657316,,,5.234845876693726
2,0.13988685530858908,0.00019980267284282717,,,4.394599914550781
3,0.13873982583606892,0.00019955619646030802,,,4.297547101974487
4,0.1385799847811543,0.00019921147013144782,,,4.114063739776611
5,0.1378333799726745,0.0001987688340595138,23.21112820976659,0.5869954151281139,6.965956687927246
6,0.13688093638486148,0.0001982287250728689,,,6.931453466415405
7,0.1344750833423294,0.00019759167619387476,,,4.527933359146118
8,0.13286689752136682,0.00019685831611286313,,,4.5957581996917725
9,0.1327656443649602,0.00019602936856769434,,,4.2492406368255615
10,0.13208221508635487,0.0001951056516295154,23.502752028013532,0.6150081217811819,4.275107145309448
11,0.13238923272267603,0.0001940880768954226,,,4.712145090103149
12,0.1319990248341089,0.0001929776485888252,,,4.234076499938965
13,0.13175467584051695,0.00019177546256839815,,,4.2929627895355225
14,0.13162513838140147,0.000190482705246602,,,4.794598579406738
15,0.1313487098707937,0.00018910065241883685,23.747587528145104,0.6179256559463969,4.286286354064941
16,0.13065553988336087,0.00018763066800438642,,,4.342827558517456
17,0.1309574245856189,0.00018607420270039444,,,4.907341718673706
18,0.1313108230011395,0.0001844327925502016,,,4.28148341178894
19,0.13142889710564581,0.00018270805742745628,,,4.280584812164307
20,0.13094864525623268,0.00018090169943749484,23.741919272824337,0.6249721037191257,4.7228686809539795
21,0.13087138508825752,0.00017901550123756912,,,4.267467975616455
22,0.13082484866553507,0.00017705132427757903,,,4.219027757644653
23,0.1301867894738885,0.00017501110696304607,,,4.698776960372925
24,0.13007385909062014,0.00017289686274214126,,,4.489644289016724
25,0.13088856784700797,0.00017071067811865484,23.875314666513813,0.6240705269993397,4.422852039337158
26,0.13000370734065964,0.00016845471059286895,,,5.2356719970703125
27,0.1297054878562441,0.00016613118653236526,,,4.731228590011597
28,0.1293382891217317,0.00016374239897486904,,,4.197491407394409
29,0.12969134851175662,0.00016129070536529774,,,4.573983669281006
30,0.12978866875226697,0.00015877852522924743,23.92939033215506,0.6271289142600277,4.447731018066406
31,0.13018233018788825,0.00015620833778521318,,,4.174410343170166
32,0.1296937750757346,0.00015358267949789977,,,4.490265607833862
33,0.12938870826696536,0.00015090414157503725,,,4.441441059112549
34,0.12957710913784065,0.00014817536741017163,,,4.174901247024536
35,0.12887127654814434,0.0001453990499739548,24.123515601743733,0.6301354538453253,4.322942495346069
36,0.12927045000997386,0.0001425779291565074,,,4.682216644287109
37,0.12887729491113187,0.00013971478906347817,,,4.190979957580566
38,0.12869665640322897,0.00013681245526846793,,,4.275883674621582
39,0.12833915247701433,0.00013387379202452928,,,4.64372181892395
40,0.12849532776372033,0.00013090169943749487,23.967796668671724,0.6326925038245687,4.226532459259033
41,0.12801422350734665,0.00012789911060392308,,,4.215967655181885
42,0.12867130004798277,0.0001248689887164856,,,4.69870662689209
43,0.12929093133269476,0.00012181432413965439,,,4.301412105560303
44,0.12860230252573254,0.0001187381314585726,,,4.268387079238892
45,0.128218278990558,0.00011564344650402321,23.90792989939974,0.6316197608646593,4.812145709991455
46,0.1285600068936828,0.00011253332335643057,,,4.1943511962890625
47,0.12844741168334764,0.00010941083133185154,,,4.2083420753479
48,0.1279930621523166,0.00010627905195293146,,,4.512665033340454
49,0.12830572588401928,0.00010314107590781295,,,4.204345464706421
50,0.12824231259600496,0.00010000000000000011,24.152153291200335,0.6326851538921657,4.1559343338012695
51,0.1281476343327502,9.685892409218728e-05,,,4.510500431060791
52,0.12803787163640212,9.372094804706876e-05,,,4.3277857303619385
53,0.12842707697814632,9.058916866814866e-05,,,4.155568599700928
54,0.12782980629611873,8.746667664356967e-05,,,4.398226022720337
55,0.1282000750826116,8.4356553495977e-05,23.964804546874866,0.6336162153043245,4.441864252090454
56,0.1282840755837776,8.126186854142763e-05,,,4.149520397186279
57,0.1275754166441941,7.818567586034586e-05,,,4.321869850158691
58,0.1278620693051804,7.51310112835146e-05,,,4.56592583656311
59,0.1280347969613467,7.210088939607718e-05,,,4.190078496932983
60,0.1275130141584937,6.909830056250538e-05,23.988197027591237,0.6379129350708242,4.185988426208496
61,0.12725147547153884,6.612620797547095e-05,,,4.537352800369263
62,0.12778644262368438,6.318754473153232e-05,,,4.153972148895264
63,0.1277540922164917,6.028521093652201e-05,,,4.151120662689209
64,0.12737406279791977,5.742207084349281e-05,,,4.726613759994507
65,0.12741336641989698,5.46009500260454e-05,23.991164951993706,0.6341784972893564,4.1699042320251465
66,0.12769226035032685,5.1824632589828526e-05,,,4.161504507064819
67,0.12786083021102299,4.909585842496293e-05,,,4.544956207275391
68,0.12706521761604514,4.641732050210038e-05,,,4.202563762664795
69,0.1278336835149693,4.3791662214786995e-05,,,4.196230888366699
70,0.12759639571798365,4.122147477075276e-05,24.08542869383829,0.6305123052576131,4.470096588134766
71,0.12767847257968132,3.8709294634702396e-05,,,4.3963189125061035
72,0.12742230436478294,3.625760102513108e-05,,,4.166614055633545
73,0.12746422783929995,3.386881346763488e-05,,,4.405555963516235
74,0.1267368213401717,3.154528940713118e-05,,,4.391655206680298
75,0.12706679518533215,2.92893218813453e-05,24.032451740482397,0.6312210086667747,4.174644947052002
76,0.12748019439912128,2.7103137257858912e-05,,,4.3070385456085205
77,0.12696627181432693,2.498889303695408e-05,,,4.50649881362915
